@relation weka_training_2

@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute A18 numeric
@attribute A19 numeric
@attribute A20 numeric
@attribute A21 numeric
@attribute A22 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A25 numeric
@attribute A26 numeric
@attribute A27 numeric
@attribute A28 numeric
@attribute A29 numeric
@attribute A30 numeric
@attribute A31 numeric
@attribute A32 numeric
@attribute A33 numeric
@attribute A34 numeric
@attribute A35 numeric
@attribute A36 numeric
@attribute A37 numeric
@attribute A38 numeric
@attribute A39 numeric
@attribute A40 numeric
@attribute A41 numeric
@attribute A42 numeric
@attribute A43 numeric
@attribute A44 numeric
@attribute A45 numeric
@attribute A46 numeric
@attribute A47 numeric
@attribute A48 numeric
@attribute A49 numeric
@attribute A50 numeric
@attribute A51 numeric
@attribute A52 numeric
@attribute A53 numeric
@attribute A54 numeric
@attribute A55 numeric
@attribute A56 numeric
@attribute A57 numeric
@attribute A58 numeric
@attribute A59 numeric
@attribute A60 numeric
@attribute A61 numeric
@attribute A62 numeric
@attribute A63 numeric
@attribute A64 numeric
@attribute A65 numeric
@attribute A66 numeric
@attribute A67 numeric
@attribute A68 numeric
@attribute A69 numeric
@attribute A70 numeric
@attribute A71 numeric
@attribute A72 numeric
@attribute A73 numeric
@attribute A74 numeric
@attribute A75 numeric
@attribute A76 numeric
@attribute A77 numeric
@attribute A78 numeric
@attribute A79 numeric
@attribute A80 numeric
@attribute A81 numeric
@attribute A82 numeric
@attribute A83 numeric
@attribute A84 numeric
@attribute A85 numeric
@attribute A86 numeric
@attribute A87 numeric
@attribute A88 numeric
@attribute A89 numeric
@attribute A90 numeric
@attribute A91 numeric
@attribute A92 numeric
@attribute A93 numeric
@attribute A94 numeric
@attribute A95 numeric
@attribute A96 numeric
@attribute A97 numeric
@attribute A98 numeric
@attribute A99 numeric
@attribute A100 numeric
@attribute A101 numeric
@attribute A102 numeric
@attribute A103 numeric
@attribute A104 numeric
@attribute A105 numeric
@attribute A106 numeric
@attribute A107 numeric
@attribute A108 numeric
@attribute A109 numeric
@attribute A110 numeric
@attribute A111 numeric
@attribute A112 numeric
@attribute A113 numeric
@attribute A114 numeric
@attribute A115 numeric
@attribute A116 numeric
@attribute A117 numeric
@attribute A118 numeric
@attribute A119 numeric
@attribute A120 numeric
@attribute A121 numeric
@attribute A122 numeric
@attribute A123 numeric
@attribute A124 numeric
@attribute A125 numeric
@attribute A126 numeric
@attribute A127 numeric
@attribute A128 numeric
@attribute Target {Rise,Down}

@data
100.3,194.45,30.37,1490,0.002098,0.021808,-0.000658,0.003367,1.405,-2.7375,-0.035,0,102.2,191.25,30.34,1470,0.009383,-0.008297,-0.000494,-0.006757,1.16,2.55,-0.035,-5,102.59,188.7,30.38,1455,0.001904,-0.006711,0.000659,-0.005128,1.145,-2.875,0.005,-17.5,102.58,195.4,30.34,1448,-0.000049,0.017443,-0.000659,-0.002411,0.19,2.075,0,-11,98.89,197.35,30.34,1410,-0.018315,0.004965,0,-0.013296,-1.85,4.325,-0.02,-22.5,99.46,190.95,30.47,1280,0.002874,-0.016482,0.002138,-0.048327,-1.56,-2.225,0.065,-84,101.67,191.75,30.59,1190,0.010988,0.00209,0.001965,-0.036437,1.39,-2.8,0.125,-110,101.14,185.95,30.42,1260,-0.002613,-0.015356,-0.002786,0.028571,0.84,-2.5,-0.025,-10,103.74,181.85,30.2,1300,0.01269,-0.011147,-0.003629,0.015625,1.035,-4.95,-0.195,55,102.17,181.6,30.22,1300,-0.007625,-0.000688,0.000331,0,0.515,-2.175,-0.1,20,101.474,189.925,30.367,1360.3,153.005,286.725,45.54,2060,Down
102.2,191.25,30.34,1470,0.009383,-0.008297,-0.000494,-0.006757,1.16,2.55,-0.035,-5,102.59,188.7,30.38,1455,0.001904,-0.006711,0.000659,-0.005128,1.145,-2.875,0.005,-17.5,102.58,195.4,30.34,1448,-0.000049,0.017443,-0.000659,-0.002411,0.19,2.075,0,-11,98.89,197.35,30.34,1410,-0.018315,0.004965,0,-0.013296,-1.85,4.325,-0.02,-22.5,99.46,190.95,30.47,1280,0.002874,-0.016482,0.002138,-0.048327,-1.56,-2.225,0.065,-84,101.67,191.75,30.59,1190,0.010988,0.00209,0.001965,-0.036437,1.39,-2.8,0.125,-110,101.14,185.95,30.42,1260,-0.002613,-0.015356,-0.002786,0.028571,0.84,-2.5,-0.025,-10,103.74,181.85,30.2,1300,0.01269,-0.011147,-0.003629,0.015625,1.035,-4.95,-0.195,55,102.17,181.6,30.22,1300,-0.007625,-0.000688,0.000331,0,0.515,-2.175,-0.1,20,100.6,170.85,30.3,1250,-0.007743,-0.030501,0.001322,-0.019608,-1.57,-5.5,0.05,-25,101.504,187.565,30.36,1336.3,153.005,285.3,45.51,1950,Down
102.59,188.7,30.38,1455,0.001904,-0.006711,0.000659,-0.005128,1.145,-2.875,0.005,-17.5,102.58,195.4,30.34,1448,-0.000049,0.017443,-0.000659,-0.002411,0.19,2.075,0,-11,98.89,197.35,30.34,1410,-0.018315,0.004965,0,-0.013296,-1.85,4.325,-0.02,-22.5,99.46,190.95,30.47,1280,0.002874,-0.016482,0.002138,-0.048327,-1.56,-2.225,0.065,-84,101.67,191.75,30.59,1190,0.010988,0.00209,0.001965,-0.036437,1.39,-2.8,0.125,-110,101.14,185.95,30.42,1260,-0.002613,-0.015356,-0.002786,0.028571,0.84,-2.5,-0.025,-10,103.74,181.85,30.2,1300,0.01269,-0.011147,-0.003629,0.015625,1.035,-4.95,-0.195,55,102.17,181.6,30.22,1300,-0.007625,-0.000688,0.000331,0,0.515,-2.175,-0.1,20,100.6,170.85,30.3,1250,-0.007743,-0.030501,0.001322,-0.019608,-1.57,-5.5,0.05,-25,99.76,173.9,30.24,1247,-0.004192,0.008847,-0.000991,-0.001201,-1.205,-3.85,0.01,-26.5,101.26,185.83,30.35,1314,152.24,281.675,45.51,1940,Down
102.58,195.4,30.34,1448,-0.000049,0.017443,-0.000659,-0.002411,0.19,2.075,0,-11,98.89,197.35,30.34,1410,-0.018315,0.004965,0,-0.013296,-1.85,4.325,-0.02,-22.5,99.46,190.95,30.47,1280,0.002874,-0.016482,0.002138,-0.048327,-1.56,-2.225,0.065,-84,101.67,191.75,30.59,1190,0.010988,0.00209,0.001965,-0.036437,1.39,-2.8,0.125,-110,101.14,185.95,30.42,1260,-0.002613,-0.015356,-0.002786,0.028571,0.84,-2.5,-0.025,-10,103.74,181.85,30.2,1300,0.01269,-0.011147,-0.003629,0.015625,1.035,-4.95,-0.195,55,102.17,181.6,30.22,1300,-0.007625,-0.000688,0.000331,0,0.515,-2.175,-0.1,20,100.6,170.85,30.3,1250,-0.007743,-0.030501,0.001322,-0.019608,-1.57,-5.5,0.05,-25,99.76,173.9,30.24,1247,-0.004192,0.008847,-0.000991,-0.001201,-1.205,-3.85,0.01,-26.5,99.99,166.75,30.16,1245,0.001151,-0.020989,-0.001325,-0.000803,-0.305,-2.05,-0.07,-2.5,101,183.635,30.328,1293,151.44,276.875,45.49,1910,Rise
98.89,197.35,30.34,1410,-0.018315,0.004965,0,-0.013296,-1.85,4.325,-0.02,-22.5,99.46,190.95,30.47,1280,0.002874,-0.016482,0.002138,-0.048327,-1.56,-2.225,0.065,-84,101.67,191.75,30.59,1190,0.010988,0.00209,0.001965,-0.036437,1.39,-2.8,0.125,-110,101.14,185.95,30.42,1260,-0.002613,-0.015356,-0.002786,0.028571,0.84,-2.5,-0.025,-10,103.74,181.85,30.2,1300,0.01269,-0.011147,-0.003629,0.015625,1.035,-4.95,-0.195,55,102.17,181.6,30.22,1300,-0.007625,-0.000688,0.000331,0,0.515,-2.175,-0.1,20,100.6,170.85,30.3,1250,-0.007743,-0.030501,0.001322,-0.019608,-1.57,-5.5,0.05,-25,99.76,173.9,30.24,1247,-0.004192,0.008847,-0.000991,-0.001201,-1.205,-3.85,0.01,-26.5,99.99,166.75,30.16,1245,0.001151,-0.020989,-0.001325,-0.000803,-0.305,-2.05,-0.07,-2.5,102.02,170.35,30.2,1245,0.010049,0.010679,0.000663,0,1.13,-1.775,-0.02,-1,100.944,181.13,30.314,1272.7,151.44,272.65,45.42,1885,Down
99.46,190.95,30.47,1280,0.002874,-0.016482,0.002138,-0.048327,-1.56,-2.225,0.065,-84,101.67,191.75,30.59,1190,0.010988,0.00209,0.001965,-0.036437,1.39,-2.8,0.125,-110,101.14,185.95,30.42,1260,-0.002613,-0.015356,-0.002786,0.028571,0.84,-2.5,-0.025,-10,103.74,181.85,30.2,1300,0.01269,-0.011147,-0.003629,0.015625,1.035,-4.95,-0.195,55,102.17,181.6,30.22,1300,-0.007625,-0.000688,0.000331,0,0.515,-2.175,-0.1,20,100.6,170.85,30.3,1250,-0.007743,-0.030501,0.001322,-0.019608,-1.57,-5.5,0.05,-25,99.76,173.9,30.24,1247,-0.004192,0.008847,-0.000991,-0.001201,-1.205,-3.85,0.01,-26.5,99.99,166.75,30.16,1245,0.001151,-0.020989,-0.001325,-0.000803,-0.305,-2.05,-0.07,-2.5,102.02,170.35,30.2,1245,0.010049,0.010679,0.000663,0,1.13,-1.775,-0.02,-1,104.35,171.8,30.18,1230,0.01129,0.004238,-0.000331,-0.006061,2.18,2.525,0.01,-7.5,101.49,178.575,30.298,1254.7,152.24,268.55,45.35,1873.5,Rise
101.67,191.75,30.59,1190,0.010988,0.00209,0.001965,-0.036437,1.39,-2.8,0.125,-110,101.14,185.95,30.42,1260,-0.002613,-0.015356,-0.002786,0.028571,0.84,-2.5,-0.025,-10,103.74,181.85,30.2,1300,0.01269,-0.011147,-0.003629,0.015625,1.035,-4.95,-0.195,55,102.17,181.6,30.22,1300,-0.007625,-0.000688,0.000331,0,0.515,-2.175,-0.1,20,100.6,170.85,30.3,1250,-0.007743,-0.030501,0.001322,-0.019608,-1.57,-5.5,0.05,-25,99.76,173.9,30.24,1247,-0.004192,0.008847,-0.000991,-0.001201,-1.205,-3.85,0.01,-26.5,99.99,166.75,30.16,1245,0.001151,-0.020989,-0.001325,-0.000803,-0.305,-2.05,-0.07,-2.5,102.02,170.35,30.2,1245,0.010049,0.010679,0.000663,0,1.13,-1.775,-0.02,-1,104.35,171.8,30.18,1230,0.01129,0.004238,-0.000331,-0.006061,2.18,2.525,0.01,-7.5,102.71,169.4,30.13,1230,-0.00792,-0.007034,-0.000829,0,0.345,-0.475,-0.035,-7.5,101.815,176.42,30.264,1249.7,152.855,259.8,45.32,1869.5,Rise
101.14,185.95,30.42,1260,-0.002613,-0.015356,-0.002786,0.028571,0.84,-2.5,-0.025,-10,103.74,181.85,30.2,1300,0.01269,-0.011147,-0.003629,0.015625,1.035,-4.95,-0.195,55,102.17,181.6,30.22,1300,-0.007625,-0.000688,0.000331,0,0.515,-2.175,-0.1,20,100.6,170.85,30.3,1250,-0.007743,-0.030501,0.001322,-0.019608,-1.57,-5.5,0.05,-25,99.76,173.9,30.24,1247,-0.004192,0.008847,-0.000991,-0.001201,-1.205,-3.85,0.01,-26.5,99.99,166.75,30.16,1245,0.001151,-0.020989,-0.001325,-0.000803,-0.305,-2.05,-0.07,-2.5,102.02,170.35,30.2,1245,0.010049,0.010679,0.000663,0,1.13,-1.775,-0.02,-1,104.35,171.8,30.18,1230,0.01129,0.004238,-0.000331,-0.006061,2.18,2.525,0.01,-7.5,102.71,169.4,30.13,1230,-0.00792,-0.007034,-0.000829,0,0.345,-0.475,-0.035,-7.5,102.66,166.6,30.08,1251,-0.000243,-0.008333,-0.00083,0.008464,-0.845,-2.6,-0.05,10.5,101.914,173.905,30.213,1255.8,153.18,257.225,45.3,1873.5,Rise
103.74,181.85,30.2,1300,0.01269,-0.011147,-0.003629,0.015625,1.035,-4.95,-0.195,55,102.17,181.6,30.22,1300,-0.007625,-0.000688,0.000331,0,0.515,-2.175,-0.1,20,100.6,170.85,30.3,1250,-0.007743,-0.030501,0.001322,-0.019608,-1.57,-5.5,0.05,-25,99.76,173.9,30.24,1247,-0.004192,0.008847,-0.000991,-0.001201,-1.205,-3.85,0.01,-26.5,99.99,166.75,30.16,1245,0.001151,-0.020989,-0.001325,-0.000803,-0.305,-2.05,-0.07,-2.5,102.02,170.35,30.2,1245,0.010049,0.010679,0.000663,0,1.13,-1.775,-0.02,-1,104.35,171.8,30.18,1230,0.01129,0.004238,-0.000331,-0.006061,2.18,2.525,0.01,-7.5,102.71,169.4,30.13,1230,-0.00792,-0.007034,-0.000829,0,0.345,-0.475,-0.035,-7.5,102.66,166.6,30.08,1251,-0.000243,-0.008333,-0.00083,0.008464,-0.845,-2.6,-0.05,10.5,106.91,168.55,30.04,1310,0.02028,0.005818,-0.000665,0.023038,2.1,-0.425,-0.045,40,102.491,172.165,30.175,1260.8,153.745,256.025,45.29,1873.5,Rise
102.17,181.6,30.22,1300,-0.007625,-0.000688,0.000331,0,0.515,-2.175,-0.1,20,100.6,170.85,30.3,1250,-0.007743,-0.030501,0.001322,-0.019608,-1.57,-5.5,0.05,-25,99.76,173.9,30.24,1247,-0.004192,0.008847,-0.000991,-0.001201,-1.205,-3.85,0.01,-26.5,99.99,166.75,30.16,1245,0.001151,-0.020989,-0.001325,-0.000803,-0.305,-2.05,-0.07,-2.5,102.02,170.35,30.2,1245,0.010049,0.010679,0.000663,0,1.13,-1.775,-0.02,-1,104.35,171.8,30.18,1230,0.01129,0.004238,-0.000331,-0.006061,2.18,2.525,0.01,-7.5,102.71,169.4,30.13,1230,-0.00792,-0.007034,-0.000829,0,0.345,-0.475,-0.035,-7.5,102.66,166.6,30.08,1251,-0.000243,-0.008333,-0.00083,0.008464,-0.845,-2.6,-0.05,10.5,106.91,168.55,30.04,1310,0.02028,0.005818,-0.000665,0.023038,2.1,-0.425,-0.045,40,106.83,173.6,30.05,1371,-0.000374,0.01476,0.000166,0.022753,2.085,3.5,-0.015,60,102.8,171.34,30.16,1267.9,153.745,256.025,45.26,1873.5,Rise
100.6,170.85,30.3,1250,-0.007743,-0.030501,0.001322,-0.019608,-1.57,-5.5,0.05,-25,99.76,173.9,30.24,1247,-0.004192,0.008847,-0.000991,-0.001201,-1.205,-3.85,0.01,-26.5,99.99,166.75,30.16,1245,0.001151,-0.020989,-0.001325,-0.000803,-0.305,-2.05,-0.07,-2.5,102.02,170.35,30.2,1245,0.010049,0.010679,0.000663,0,1.13,-1.775,-0.02,-1,104.35,171.8,30.18,1230,0.01129,0.004238,-0.000331,-0.006061,2.18,2.525,0.01,-7.5,102.71,169.4,30.13,1230,-0.00792,-0.007034,-0.000829,0,0.345,-0.475,-0.035,-7.5,102.66,166.6,30.08,1251,-0.000243,-0.008333,-0.00083,0.008464,-0.845,-2.6,-0.05,10.5,106.91,168.55,30.04,1310,0.02028,0.005818,-0.000665,0.023038,2.1,-0.425,-0.045,40,106.83,173.6,30.05,1371,-0.000374,0.01476,0.000166,0.022753,2.085,3.5,-0.015,60,105.74,178.65,30.01,1401,-0.005128,0.014336,-0.000666,0.010823,-0.585,5.05,-0.015,45.5,103.157,171.045,30.139,1278,154.04,256.025,45.225,1873.5,Rise
99.76,173.9,30.24,1247,-0.004192,0.008847,-0.000991,-0.001201,-1.205,-3.85,0.01,-26.5,99.99,166.75,30.16,1245,0.001151,-0.020989,-0.001325,-0.000803,-0.305,-2.05,-0.07,-2.5,102.02,170.35,30.2,1245,0.010049,0.010679,0.000663,0,1.13,-1.775,-0.02,-1,104.35,171.8,30.18,1230,0.01129,0.004238,-0.000331,-0.006061,2.18,2.525,0.01,-7.5,102.71,169.4,30.13,1230,-0.00792,-0.007034,-0.000829,0,0.345,-0.475,-0.035,-7.5,102.66,166.6,30.08,1251,-0.000243,-0.008333,-0.00083,0.008464,-0.845,-2.6,-0.05,10.5,106.91,168.55,30.04,1310,0.02028,0.005818,-0.000665,0.023038,2.1,-0.425,-0.045,40,106.83,173.6,30.05,1371,-0.000374,0.01476,0.000166,0.022753,2.085,3.5,-0.015,60,105.74,178.65,30.01,1401,-0.005128,0.014336,-0.000666,0.010823,-0.585,5.05,-0.015,45.5,103.285,174.35,29.92,1481,-0.011745,-0.012181,-0.001502,0.027759,-1.7725,0.375,-0.065,55,103.4255,171.395,30.101,1301.1,154.64,256.975,45.17,1874.5,Rise
99.99,166.75,30.16,1245,0.001151,-0.020989,-0.001325,-0.000803,-0.305,-2.05,-0.07,-2.5,102.02,170.35,30.2,1245,0.010049,0.010679,0.000663,0,1.13,-1.775,-0.02,-1,104.35,171.8,30.18,1230,0.01129,0.004238,-0.000331,-0.006061,2.18,2.525,0.01,-7.5,102.71,169.4,30.13,1230,-0.00792,-0.007034,-0.000829,0,0.345,-0.475,-0.035,-7.5,102.66,166.6,30.08,1251,-0.000243,-0.008333,-0.00083,0.008464,-0.845,-2.6,-0.05,10.5,106.91,168.55,30.04,1310,0.02028,0.005818,-0.000665,0.023038,2.1,-0.425,-0.045,40,106.83,173.6,30.05,1371,-0.000374,0.01476,0.000166,0.022753,2.085,3.5,-0.015,60,105.74,178.65,30.01,1401,-0.005128,0.014336,-0.000666,0.010823,-0.585,5.05,-0.015,45.5,103.285,174.35,29.92,1481,-0.011745,-0.012181,-0.001502,0.027759,-1.7725,0.375,-0.065,55,100.83,167.85,29.96,1505,-0.012028,-0.018995,0.000668,0.008038,-2.455,-5.4,-0.025,52,103.5325,170.79,30.073,1326.9,154.64,255.05,45.105,1935.5,Rise
102.02,170.35,30.2,1245,0.010049,0.010679,0.000663,0,1.13,-1.775,-0.02,-1,104.35,171.8,30.18,1230,0.01129,0.004238,-0.000331,-0.006061,2.18,2.525,0.01,-7.5,102.71,169.4,30.13,1230,-0.00792,-0.007034,-0.000829,0,0.345,-0.475,-0.035,-7.5,102.66,166.6,30.08,1251,-0.000243,-0.008333,-0.00083,0.008464,-0.845,-2.6,-0.05,10.5,106.91,168.55,30.04,1310,0.02028,0.005818,-0.000665,0.023038,2.1,-0.425,-0.045,40,106.83,173.6,30.05,1371,-0.000374,0.01476,0.000166,0.022753,2.085,3.5,-0.015,60,105.74,178.65,30.01,1401,-0.005128,0.014336,-0.000666,0.010823,-0.585,5.05,-0.015,45.5,103.285,174.35,29.92,1481,-0.011745,-0.012181,-0.001502,0.027759,-1.7725,0.375,-0.065,55,100.83,167.85,29.96,1505,-0.012028,-0.018995,0.000668,0.008038,-2.455,-5.4,-0.025,52,103.13,169.8,30.04,1555,0.011277,0.005775,0.001333,0.01634,-0.0775,-2.275,0.06,37,103.8465,171.095,30.061,1357.9,154.85,255.25,45.07,2026,Rise
104.35,171.8,30.18,1230,0.01129,0.004238,-0.000331,-0.006061,2.18,2.525,0.01,-7.5,102.71,169.4,30.13,1230,-0.00792,-0.007034,-0.000829,0,0.345,-0.475,-0.035,-7.5,102.66,166.6,30.08,1251,-0.000243,-0.008333,-0.00083,0.008464,-0.845,-2.6,-0.05,10.5,106.91,168.55,30.04,1310,0.02028,0.005818,-0.000665,0.023038,2.1,-0.425,-0.045,40,106.83,173.6,30.05,1371,-0.000374,0.01476,0.000166,0.022753,2.085,3.5,-0.015,60,105.74,178.65,30.01,1401,-0.005128,0.014336,-0.000666,0.010823,-0.585,5.05,-0.015,45.5,103.285,174.35,29.92,1481,-0.011745,-0.012181,-0.001502,0.027759,-1.7725,0.375,-0.065,55,100.83,167.85,29.96,1505,-0.012028,-0.018995,0.000668,0.008038,-2.455,-5.4,-0.025,52,103.13,169.8,30.04,1555,0.011277,0.005775,0.001333,0.01634,-0.0775,-2.275,0.06,37,102.09,169.05,30.03,1625,-0.005068,-0.002213,-0.000166,0.022013,0.63,0.6,0.035,60,103.8535,170.965,30.044,1395.9,154.85,254.5,45.06,2086.5,Down
102.71,169.4,30.13,1230,-0.00792,-0.007034,-0.000829,0,0.345,-0.475,-0.035,-7.5,102.66,166.6,30.08,1251,-0.000243,-0.008333,-0.00083,0.008464,-0.845,-2.6,-0.05,10.5,106.91,168.55,30.04,1310,0.02028,0.005818,-0.000665,0.023038,2.1,-0.425,-0.045,40,106.83,173.6,30.05,1371,-0.000374,0.01476,0.000166,0.022753,2.085,3.5,-0.015,60,105.74,178.65,30.01,1401,-0.005128,0.014336,-0.000666,0.010823,-0.585,5.05,-0.015,45.5,103.285,174.35,29.92,1481,-0.011745,-0.012181,-0.001502,0.027759,-1.7725,0.375,-0.065,55,100.83,167.85,29.96,1505,-0.012028,-0.018995,0.000668,0.008038,-2.455,-5.4,-0.025,52,103.13,169.8,30.04,1555,0.011277,0.005775,0.001333,0.01634,-0.0775,-2.275,0.06,37,102.09,169.05,30.03,1625,-0.005068,-0.002213,-0.000166,0.022013,0.63,0.6,0.035,60,97.88,170.1,30.02,1595,-0.021053,0.003096,-0.000167,-0.009317,-2.625,0.15,-0.01,20,103.2065,170.795,30.028,1432.4,154.485,254.5,45.055,2181.5,Down
102.66,166.6,30.08,1251,-0.000243,-0.008333,-0.00083,0.008464,-0.845,-2.6,-0.05,10.5,106.91,168.55,30.04,1310,0.02028,0.005818,-0.000665,0.023038,2.1,-0.425,-0.045,40,106.83,173.6,30.05,1371,-0.000374,0.01476,0.000166,0.022753,2.085,3.5,-0.015,60,105.74,178.65,30.01,1401,-0.005128,0.014336,-0.000666,0.010823,-0.585,5.05,-0.015,45.5,103.285,174.35,29.92,1481,-0.011745,-0.012181,-0.001502,0.027759,-1.7725,0.375,-0.065,55,100.83,167.85,29.96,1505,-0.012028,-0.018995,0.000668,0.008038,-2.455,-5.4,-0.025,52,103.13,169.8,30.04,1555,0.011277,0.005775,0.001333,0.01634,-0.0775,-2.275,0.06,37,102.09,169.05,30.03,1625,-0.005068,-0.002213,-0.000166,0.022013,0.63,0.6,0.035,60,97.88,170.1,30.02,1595,-0.021053,0.003096,-0.000167,-0.009317,-2.625,0.15,-0.01,20,97.65,168.6,30.05,1565,-0.001176,-0.004429,0.000499,-0.009494,-2.22,-0.225,0.01,-30,102.7005,170.715,30.02,1465.9,154.46,254.325,45.055,2245.5,Down
106.91,168.55,30.04,1310,0.02028,0.005818,-0.000665,0.023038,2.1,-0.425,-0.045,40,106.83,173.6,30.05,1371,-0.000374,0.01476,0.000166,0.022753,2.085,3.5,-0.015,60,105.74,178.65,30.01,1401,-0.005128,0.014336,-0.000666,0.010823,-0.585,5.05,-0.015,45.5,103.285,174.35,29.92,1481,-0.011745,-0.012181,-0.001502,0.027759,-1.7725,0.375,-0.065,55,100.83,167.85,29.96,1505,-0.012028,-0.018995,0.000668,0.008038,-2.455,-5.4,-0.025,52,103.13,169.8,30.04,1555,0.011277,0.005775,0.001333,0.01634,-0.0775,-2.275,0.06,37,102.09,169.05,30.03,1625,-0.005068,-0.002213,-0.000166,0.022013,0.63,0.6,0.035,60,97.88,170.1,30.02,1595,-0.021053,0.003096,-0.000167,-0.009317,-2.625,0.15,-0.01,20,97.65,168.6,30.05,1565,-0.001176,-0.004429,0.000499,-0.009494,-2.22,-0.225,0.01,-30,97.35,166.05,30.04,1491,-0.001538,-0.00762,-0.000166,-0.024215,-0.265,-2.025,0.01,-52,102.1695,170.66,30.016,1489.9,154.175,254.325,45.055,2250.5,Down
106.83,173.6,30.05,1371,-0.000374,0.01476,0.000166,0.022753,2.085,3.5,-0.015,60,105.74,178.65,30.01,1401,-0.005128,0.014336,-0.000666,0.010823,-0.585,5.05,-0.015,45.5,103.285,174.35,29.92,1481,-0.011745,-0.012181,-0.001502,0.027759,-1.7725,0.375,-0.065,55,100.83,167.85,29.96,1505,-0.012028,-0.018995,0.000668,0.008038,-2.455,-5.4,-0.025,52,103.13,169.8,30.04,1555,0.011277,0.005775,0.001333,0.01634,-0.0775,-2.275,0.06,37,102.09,169.05,30.03,1625,-0.005068,-0.002213,-0.000166,0.022013,0.63,0.6,0.035,60,97.88,170.1,30.02,1595,-0.021053,0.003096,-0.000167,-0.009317,-2.625,0.15,-0.01,20,97.65,168.6,30.05,1565,-0.001176,-0.004429,0.000499,-0.009494,-2.22,-0.225,0.01,-30,97.35,166.05,30.04,1491,-0.001538,-0.00762,-0.000166,-0.024215,-0.265,-2.025,0.01,-52,93.65,166.65,30.03,1369,-0.019372,0.001803,-0.000166,-0.042657,-2,-0.975,-0.01,-98,100.8435,170.47,30.015,1495.8,152.505,254.325,45.045,2250.5,Down
105.74,178.65,30.01,1401,-0.005128,0.014336,-0.000666,0.010823,-0.585,5.05,-0.015,45.5,103.285,174.35,29.92,1481,-0.011745,-0.012181,-0.001502,0.027759,-1.7725,0.375,-0.065,55,100.83,167.85,29.96,1505,-0.012028,-0.018995,0.000668,0.008038,-2.455,-5.4,-0.025,52,103.13,169.8,30.04,1555,0.011277,0.005775,0.001333,0.01634,-0.0775,-2.275,0.06,37,102.09,169.05,30.03,1625,-0.005068,-0.002213,-0.000166,0.022013,0.63,0.6,0.035,60,97.88,170.1,30.02,1595,-0.021053,0.003096,-0.000167,-0.009317,-2.625,0.15,-0.01,20,97.65,168.6,30.05,1565,-0.001176,-0.004429,0.000499,-0.009494,-2.22,-0.225,0.01,-30,97.35,166.05,30.04,1491,-0.001538,-0.00762,-0.000166,-0.024215,-0.265,-2.025,0.01,-52,93.65,166.65,30.03,1369,-0.019372,0.001803,-0.000166,-0.042657,-2,-0.975,-0.01,-98,95.96,163.45,29.99,1359,0.012183,-0.009694,-0.000666,-0.003666,-0.695,-1.3,-0.025,-66,99.7565,169.455,30.009,1494.6,149.77,253.35,45.04,2250.5,Rise
103.285,174.35,29.92,1481,-0.011745,-0.012181,-0.001502,0.027759,-1.7725,0.375,-0.065,55,100.83,167.85,29.96,1505,-0.012028,-0.018995,0.000668,0.008038,-2.455,-5.4,-0.025,52,103.13,169.8,30.04,1555,0.011277,0.005775,0.001333,0.01634,-0.0775,-2.275,0.06,37,102.09,169.05,30.03,1625,-0.005068,-0.002213,-0.000166,0.022013,0.63,0.6,0.035,60,97.88,170.1,30.02,1595,-0.021053,0.003096,-0.000167,-0.009317,-2.625,0.15,-0.01,20,97.65,168.6,30.05,1565,-0.001176,-0.004429,0.000499,-0.009494,-2.22,-0.225,0.01,-30,97.35,166.05,30.04,1491,-0.001538,-0.00762,-0.000166,-0.024215,-0.265,-2.025,0.01,-52,93.65,166.65,30.03,1369,-0.019372,0.001803,-0.000166,-0.042657,-2,-0.975,-0.01,-98,95.96,163.45,29.99,1359,0.012183,-0.009694,-0.000666,-0.003666,-0.695,-1.3,-0.025,-66,93.29,161.45,29.97,1430,-0.014108,-0.006156,-0.000334,0.025457,-0.18,-2.6,-0.03,30.5,98.5115,167.735,30.005,1497.5,146.705,252.525,45.04,2250.5,Rise
