@relation weka_training_2

@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute A18 numeric
@attribute A19 numeric
@attribute A20 numeric
@attribute A21 numeric
@attribute A22 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A25 numeric
@attribute A26 numeric
@attribute A27 numeric
@attribute A28 numeric
@attribute A29 numeric
@attribute A30 numeric
@attribute A31 numeric
@attribute A32 numeric
@attribute A33 numeric
@attribute A34 numeric
@attribute A35 numeric
@attribute A36 numeric
@attribute A37 numeric
@attribute A38 numeric
@attribute A39 numeric
@attribute A40 numeric
@attribute A41 numeric
@attribute A42 numeric
@attribute A43 numeric
@attribute A44 numeric
@attribute A45 numeric
@attribute A46 numeric
@attribute A47 numeric
@attribute A48 numeric
@attribute A49 numeric
@attribute A50 numeric
@attribute A51 numeric
@attribute A52 numeric
@attribute A53 numeric
@attribute A54 numeric
@attribute A55 numeric
@attribute A56 numeric
@attribute A57 numeric
@attribute A58 numeric
@attribute A59 numeric
@attribute A60 numeric
@attribute A61 numeric
@attribute A62 numeric
@attribute A63 numeric
@attribute A64 numeric
@attribute A65 numeric
@attribute A66 numeric
@attribute A67 numeric
@attribute A68 numeric
@attribute A69 numeric
@attribute A70 numeric
@attribute A71 numeric
@attribute A72 numeric
@attribute A73 numeric
@attribute A74 numeric
@attribute A75 numeric
@attribute A76 numeric
@attribute A77 numeric
@attribute A78 numeric
@attribute A79 numeric
@attribute A80 numeric
@attribute A81 numeric
@attribute A82 numeric
@attribute A83 numeric
@attribute A84 numeric
@attribute A85 numeric
@attribute A86 numeric
@attribute A87 numeric
@attribute A88 numeric
@attribute A89 numeric
@attribute A90 numeric
@attribute A91 numeric
@attribute A92 numeric
@attribute A93 numeric
@attribute A94 numeric
@attribute A95 numeric
@attribute A96 numeric
@attribute A97 numeric
@attribute A98 numeric
@attribute A99 numeric
@attribute A100 numeric
@attribute A101 numeric
@attribute A102 numeric
@attribute A103 numeric
@attribute A104 numeric
@attribute A105 numeric
@attribute A106 numeric
@attribute A107 numeric
@attribute A108 numeric
@attribute A109 numeric
@attribute A110 numeric
@attribute A111 numeric
@attribute A112 numeric
@attribute A113 numeric
@attribute A114 numeric
@attribute A115 numeric
@attribute A116 numeric
@attribute A117 numeric
@attribute A118 numeric
@attribute A119 numeric
@attribute A120 numeric
@attribute A121 numeric
@attribute A122 numeric
@attribute A123 numeric
@attribute A124 numeric
@attribute A125 numeric
@attribute A126 numeric
@attribute A127 numeric
@attribute A128 numeric
@attribute Target {Rise,Down}

@data
86.88,459.55,28.91,4050,-0.048308,-0.01087,0.001212,-0.00978,-6.495,-1.1,0.01,-80,85.38,461.3,29.04,3925,-0.008708,0.0019,0.002243,-0.015674,-5.16,-4.175,0.1,-102.5,82.26,450.65,28.98,3870,-0.018611,-0.011678,-0.001034,-0.007056,-2.31,-4.45,0.035,-90,85.37,454.85,29.02,3820,0.018553,0.004638,0.00069,-0.006502,-0.005,-3.225,-0.01,-52.5,86.45,466.25,28.99,3660,0.006286,0.012377,-0.000517,-0.02139,2.095,7.8,0.005,-105,87.24,464.35,29.13,3460,0.004548,-0.002042,0.002409,-0.02809,0.935,4.75,0.055,-180,87.96,453.35,29.57,3360,0.00411,-0.011986,0.007496,-0.014663,0.755,-6.45,0.29,-150,79.85,442.35,30.07,2950,-0.048328,-0.012281,0.008384,-0.064976,-3.695,-11,0.47,-255,79.2,408.65,30.47,2800,-0.004087,-0.0396,0.006607,-0.026087,-4.38,-22.35,0.45,-280,82.98,416.15,30.59,2560,0.023307,0.009093,0.001965,-0.044776,1.565,-13.1,0.26,-195,84.357,447.745,29.477,3445.5,128.065,681.525,43.65,5390,Down
85.38,461.3,29.04,3925,-0.008708,0.0019,0.002243,-0.015674,-5.16,-4.175,0.1,-102.5,82.26,450.65,28.98,3870,-0.018611,-0.011678,-0.001034,-0.007056,-2.31,-4.45,0.035,-90,85.37,454.85,29.02,3820,0.018553,0.004638,0.00069,-0.006502,-0.005,-3.225,-0.01,-52.5,86.45,466.25,28.99,3660,0.006286,0.012377,-0.000517,-0.02139,2.095,7.8,0.005,-105,87.24,464.35,29.13,3460,0.004548,-0.002042,0.002409,-0.02809,0.935,4.75,0.055,-180,87.96,453.35,29.57,3360,0.00411,-0.011986,0.007496,-0.014663,0.755,-6.45,0.29,-150,79.85,442.35,30.07,2950,-0.048328,-0.012281,0.008384,-0.064976,-3.695,-11,0.47,-255,79.2,408.65,30.47,2800,-0.004087,-0.0396,0.006607,-0.026087,-4.38,-22.35,0.45,-280,82.98,416.15,30.59,2560,0.023307,0.009093,0.001965,-0.044776,1.565,-13.1,0.26,-195,86.8,416.65,30.34,2250,0.0225,0.0006,-0.004103,-0.064449,3.8,4,-0.065,-275,84.349,443.455,29.62,3265.5,128.065,678.675,44.135,5140,Down
82.26,450.65,28.98,3870,-0.018611,-0.011678,-0.001034,-0.007056,-2.31,-4.45,0.035,-90,85.37,454.85,29.02,3820,0.018553,0.004638,0.00069,-0.006502,-0.005,-3.225,-0.01,-52.5,86.45,466.25,28.99,3660,0.006286,0.012377,-0.000517,-0.02139,2.095,7.8,0.005,-105,87.24,464.35,29.13,3460,0.004548,-0.002042,0.002409,-0.02809,0.935,4.75,0.055,-180,87.96,453.35,29.57,3360,0.00411,-0.011986,0.007496,-0.014663,0.755,-6.45,0.29,-150,79.85,442.35,30.07,2950,-0.048328,-0.012281,0.008384,-0.064976,-3.695,-11,0.47,-255,79.2,408.65,30.47,2800,-0.004087,-0.0396,0.006607,-0.026087,-4.38,-22.35,0.45,-280,82.98,416.15,30.59,2560,0.023307,0.009093,0.001965,-0.044776,1.565,-13.1,0.26,-195,86.8,416.65,30.34,2250,0.0225,0.0006,-0.004103,-0.064449,3.8,4,-0.065,-275,87.4,388.35,30.19,2050,0.003444,-0.035155,-0.002478,-0.046512,2.21,-13.9,-0.2,-255,84.551,436.16,29.735,3078,129.135,671.825,44.855,4835,Down
85.37,454.85,29.02,3820,0.018553,0.004638,0.00069,-0.006502,-0.005,-3.225,-0.01,-52.5,86.45,466.25,28.99,3660,0.006286,0.012377,-0.000517,-0.02139,2.095,7.8,0.005,-105,87.24,464.35,29.13,3460,0.004548,-0.002042,0.002409,-0.02809,0.935,4.75,0.055,-180,87.96,453.35,29.57,3360,0.00411,-0.011986,0.007496,-0.014663,0.755,-6.45,0.29,-150,79.85,442.35,30.07,2950,-0.048328,-0.012281,0.008384,-0.064976,-3.695,-11,0.47,-255,79.2,408.65,30.47,2800,-0.004087,-0.0396,0.006607,-0.026087,-4.38,-22.35,0.45,-280,82.98,416.15,30.59,2560,0.023307,0.009093,0.001965,-0.044776,1.565,-13.1,0.26,-195,86.8,416.65,30.34,2250,0.0225,0.0006,-0.004103,-0.064449,3.8,4,-0.065,-275,87.4,388.35,30.19,2050,0.003444,-0.035155,-0.002478,-0.046512,2.21,-13.9,-0.2,-255,93.32,402.05,30.05,1875,0.032758,0.017333,-0.002324,-0.044586,3.26,-7.3,-0.145,-187.5,85.657,431.3,29.842,2878.5,130.025,650.675,45.095,4350,Down
86.45,466.25,28.99,3660,0.006286,0.012377,-0.000517,-0.02139,2.095,7.8,0.005,-105,87.24,464.35,29.13,3460,0.004548,-0.002042,0.002409,-0.02809,0.935,4.75,0.055,-180,87.96,453.35,29.57,3360,0.00411,-0.011986,0.007496,-0.014663,0.755,-6.45,0.29,-150,79.85,442.35,30.07,2950,-0.048328,-0.012281,0.008384,-0.064976,-3.695,-11,0.47,-255,79.2,408.65,30.47,2800,-0.004087,-0.0396,0.006607,-0.026087,-4.38,-22.35,0.45,-280,82.98,416.15,30.59,2560,0.023307,0.009093,0.001965,-0.044776,1.565,-13.1,0.26,-195,86.8,416.65,30.34,2250,0.0225,0.0006,-0.004103,-0.064449,3.8,4,-0.065,-275,87.4,388.35,30.19,2050,0.003444,-0.035155,-0.002478,-0.046512,2.21,-13.9,-0.2,-255,93.32,402.05,30.05,1875,0.032758,0.017333,-0.002324,-0.044586,3.26,-7.3,-0.145,-187.5,94.26,364.6,30.1,1650,0.005011,-0.048849,0.000831,-0.06383,3.43,-11.875,-0.045,-200,86.546,422.275,29.95,2661.5,130.64,624.725,45.135,4080,Down
87.24,464.35,29.13,3460,0.004548,-0.002042,0.002409,-0.02809,0.935,4.75,0.055,-180,87.96,453.35,29.57,3360,0.00411,-0.011986,0.007496,-0.014663,0.755,-6.45,0.29,-150,79.85,442.35,30.07,2950,-0.048328,-0.012281,0.008384,-0.064976,-3.695,-11,0.47,-255,79.2,408.65,30.47,2800,-0.004087,-0.0396,0.006607,-0.026087,-4.38,-22.35,0.45,-280,82.98,416.15,30.59,2560,0.023307,0.009093,0.001965,-0.044776,1.565,-13.1,0.26,-195,86.8,416.65,30.34,2250,0.0225,0.0006,-0.004103,-0.064449,3.8,4,-0.065,-275,87.4,388.35,30.19,2050,0.003444,-0.035155,-0.002478,-0.046512,2.21,-13.9,-0.2,-255,93.32,402.05,30.05,1875,0.032758,0.017333,-0.002324,-0.044586,3.26,-7.3,-0.145,-187.5,94.26,364.6,30.1,1650,0.005011,-0.048849,0.000831,-0.06383,3.43,-11.875,-0.045,-200,98.99,309.65,30.14,1550,0.024476,-0.081498,0.000664,-0.03125,2.835,-46.2,0.045,-162.5,87.8,406.615,30.065,2450.5,131.02,620.475,45.19,3685,Rise
87.96,453.35,29.57,3360,0.00411,-0.011986,0.007496,-0.014663,0.755,-6.45,0.29,-150,79.85,442.35,30.07,2950,-0.048328,-0.012281,0.008384,-0.064976,-3.695,-11,0.47,-255,79.2,408.65,30.47,2800,-0.004087,-0.0396,0.006607,-0.026087,-4.38,-22.35,0.45,-280,82.98,416.15,30.59,2560,0.023307,0.009093,0.001965,-0.044776,1.565,-13.1,0.26,-195,86.8,416.65,30.34,2250,0.0225,0.0006,-0.004103,-0.064449,3.8,4,-0.065,-275,87.4,388.35,30.19,2050,0.003444,-0.035155,-0.002478,-0.046512,2.21,-13.9,-0.2,-255,93.32,402.05,30.05,1875,0.032758,0.017333,-0.002324,-0.044586,3.26,-7.3,-0.145,-187.5,94.26,364.6,30.1,1650,0.005011,-0.048849,0.000831,-0.06383,3.43,-11.875,-0.045,-200,98.99,309.65,30.14,1550,0.024476,-0.081498,0.000664,-0.03125,2.835,-46.2,0.045,-162.5,97.41,335.45,30.21,1700,-0.008045,0.039994,0.00116,0.046154,1.575,-14.575,0.055,25,88.817,393.725,30.173,2274.5,131.66,609.675,45.26,3275,Rise
79.85,442.35,30.07,2950,-0.048328,-0.012281,0.008384,-0.064976,-3.695,-11,0.47,-255,79.2,408.65,30.47,2800,-0.004087,-0.0396,0.006607,-0.026087,-4.38,-22.35,0.45,-280,82.98,416.15,30.59,2560,0.023307,0.009093,0.001965,-0.044776,1.565,-13.1,0.26,-195,86.8,416.65,30.34,2250,0.0225,0.0006,-0.004103,-0.064449,3.8,4,-0.065,-275,87.4,388.35,30.19,2050,0.003444,-0.035155,-0.002478,-0.046512,2.21,-13.9,-0.2,-255,93.32,402.05,30.05,1875,0.032758,0.017333,-0.002324,-0.044586,3.26,-7.3,-0.145,-187.5,94.26,364.6,30.1,1650,0.005011,-0.048849,0.000831,-0.06383,3.43,-11.875,-0.045,-200,98.99,309.65,30.14,1550,0.024476,-0.081498,0.000664,-0.03125,2.835,-46.2,0.045,-162.5,97.41,335.45,30.21,1700,-0.008045,0.039994,0.00116,0.046154,1.575,-14.575,0.055,25,96.77,319.8,30.37,1875,-0.003296,-0.023884,0.002641,0.048951,-1.11,5.075,0.115,162.5,89.698,380.37,30.253,2126,137.02,596.225,45.305,2987.5,Rise
79.2,408.65,30.47,2800,-0.004087,-0.0396,0.006607,-0.026087,-4.38,-22.35,0.45,-280,82.98,416.15,30.59,2560,0.023307,0.009093,0.001965,-0.044776,1.565,-13.1,0.26,-195,86.8,416.65,30.34,2250,0.0225,0.0006,-0.004103,-0.064449,3.8,4,-0.065,-275,87.4,388.35,30.19,2050,0.003444,-0.035155,-0.002478,-0.046512,2.21,-13.9,-0.2,-255,93.32,402.05,30.05,1875,0.032758,0.017333,-0.002324,-0.044586,3.26,-7.3,-0.145,-187.5,94.26,364.6,30.1,1650,0.005011,-0.048849,0.000831,-0.06383,3.43,-11.875,-0.045,-200,98.99,309.65,30.14,1550,0.024476,-0.081498,0.000664,-0.03125,2.835,-46.2,0.045,-162.5,97.41,335.45,30.21,1700,-0.008045,0.039994,0.00116,0.046154,1.575,-14.575,0.055,25,96.77,319.8,30.37,1875,-0.003296,-0.023884,0.002641,0.048951,-1.11,5.075,0.115,162.5,100.96,331.4,30.15,2043,0.021191,0.017813,-0.003635,0.042879,1.775,-2.025,-0.03,171.5,91.809,369.275,30.261,2035.3,140.92,570.65,45.305,2980.5,Rise
82.98,416.15,30.59,2560,0.023307,0.009093,0.001965,-0.044776,1.565,-13.1,0.26,-195,86.8,416.65,30.34,2250,0.0225,0.0006,-0.004103,-0.064449,3.8,4,-0.065,-275,87.4,388.35,30.19,2050,0.003444,-0.035155,-0.002478,-0.046512,2.21,-13.9,-0.2,-255,93.32,402.05,30.05,1875,0.032758,0.017333,-0.002324,-0.044586,3.26,-7.3,-0.145,-187.5,94.26,364.6,30.1,1650,0.005011,-0.048849,0.000831,-0.06383,3.43,-11.875,-0.045,-200,98.99,309.65,30.14,1550,0.024476,-0.081498,0.000664,-0.03125,2.835,-46.2,0.045,-162.5,97.41,335.45,30.21,1700,-0.008045,0.039994,0.00116,0.046154,1.575,-14.575,0.055,25,96.77,319.8,30.37,1875,-0.003296,-0.023884,0.002641,0.048951,-1.11,5.075,0.115,162.5,100.96,331.4,30.15,2043,0.021191,0.017813,-0.003635,0.042879,1.775,-2.025,-0.03,171.5,99.41,340.95,30.19,2211,-0.007736,0.014204,0.000663,0.039492,1.32,10.575,-0.09,168,93.83,362.505,30.233,1976.4,143.9,535.075,45.285,2980.5,Rise
86.8,416.65,30.34,2250,0.0225,0.0006,-0.004103,-0.064449,3.8,4,-0.065,-275,87.4,388.35,30.19,2050,0.003444,-0.035155,-0.002478,-0.046512,2.21,-13.9,-0.2,-255,93.32,402.05,30.05,1875,0.032758,0.017333,-0.002324,-0.044586,3.26,-7.3,-0.145,-187.5,94.26,364.6,30.1,1650,0.005011,-0.048849,0.000831,-0.06383,3.43,-11.875,-0.045,-200,98.99,309.65,30.14,1550,0.024476,-0.081498,0.000664,-0.03125,2.835,-46.2,0.045,-162.5,97.41,335.45,30.21,1700,-0.008045,0.039994,0.00116,0.046154,1.575,-14.575,0.055,25,96.77,319.8,30.37,1875,-0.003296,-0.023884,0.002641,0.048951,-1.11,5.075,0.115,162.5,100.96,331.4,30.15,2043,0.021191,0.017813,-0.003635,0.042879,1.775,-2.025,-0.03,171.5,99.41,340.95,30.19,2211,-0.007736,0.014204,0.000663,0.039492,1.32,10.575,-0.09,168,93.53,323.9,30.3,2370,-0.030476,-0.025645,0.001818,0.034709,-3.715,-3.75,0.075,163.5,94.885,353.28,30.204,1957.4,143.9,508.675,45.285,2980.5,Rise
87.4,388.35,30.19,2050,0.003444,-0.035155,-0.002478,-0.046512,2.21,-13.9,-0.2,-255,93.32,402.05,30.05,1875,0.032758,0.017333,-0.002324,-0.044586,3.26,-7.3,-0.145,-187.5,94.26,364.6,30.1,1650,0.005011,-0.048849,0.000831,-0.06383,3.43,-11.875,-0.045,-200,98.99,309.65,30.14,1550,0.024476,-0.081498,0.000664,-0.03125,2.835,-46.2,0.045,-162.5,97.41,335.45,30.21,1700,-0.008045,0.039994,0.00116,0.046154,1.575,-14.575,0.055,25,96.77,319.8,30.37,1875,-0.003296,-0.023884,0.002641,0.048951,-1.11,5.075,0.115,162.5,100.96,331.4,30.15,2043,0.021191,0.017813,-0.003635,0.042879,1.775,-2.025,-0.03,171.5,99.41,340.95,30.19,2211,-0.007736,0.014204,0.000663,0.039492,1.32,10.575,-0.09,168,93.53,323.9,30.3,2370,-0.030476,-0.025645,0.001818,0.034709,-3.715,-3.75,0.075,163.5,99.68,333.85,30.32,2770,0.031831,0.015127,0.00033,0.077821,0.135,-3.55,0.065,279.5,96.173,345,30.202,2009.4,145.795,502.375,45.285,2980.5,Rise
93.32,402.05,30.05,1875,0.032758,0.017333,-0.002324,-0.044586,3.26,-7.3,-0.145,-187.5,94.26,364.6,30.1,1650,0.005011,-0.048849,0.000831,-0.06383,3.43,-11.875,-0.045,-200,98.99,309.65,30.14,1550,0.024476,-0.081498,0.000664,-0.03125,2.835,-46.2,0.045,-162.5,97.41,335.45,30.21,1700,-0.008045,0.039994,0.00116,0.046154,1.575,-14.575,0.055,25,96.77,319.8,30.37,1875,-0.003296,-0.023884,0.002641,0.048951,-1.11,5.075,0.115,162.5,100.96,331.4,30.15,2043,0.021191,0.017813,-0.003635,0.042879,1.775,-2.025,-0.03,171.5,99.41,340.95,30.19,2211,-0.007736,0.014204,0.000663,0.039492,1.32,10.575,-0.09,168,93.53,323.9,30.3,2370,-0.030476,-0.025645,0.001818,0.034709,-3.715,-3.75,0.075,163.5,99.68,333.85,30.32,2770,0.031831,0.015127,0.00033,0.077821,0.135,-3.55,0.065,279.5,98.83,323.4,30.3,2900,-0.004282,-0.0159,-0.00033,0.022928,2.65,-0.25,0,265,97.316,338.505,30.213,2094.4,147.535,499.55,45.305,2980.5,Rise
94.26,364.6,30.1,1650,0.005011,-0.048849,0.000831,-0.06383,3.43,-11.875,-0.045,-200,98.99,309.65,30.14,1550,0.024476,-0.081498,0.000664,-0.03125,2.835,-46.2,0.045,-162.5,97.41,335.45,30.21,1700,-0.008045,0.039994,0.00116,0.046154,1.575,-14.575,0.055,25,96.77,319.8,30.37,1875,-0.003296,-0.023884,0.002641,0.048951,-1.11,5.075,0.115,162.5,100.96,331.4,30.15,2043,0.021191,0.017813,-0.003635,0.042879,1.775,-2.025,-0.03,171.5,99.41,340.95,30.19,2211,-0.007736,0.014204,0.000663,0.039492,1.32,10.575,-0.09,168,93.53,323.9,30.3,2370,-0.030476,-0.025645,0.001818,0.034709,-3.715,-3.75,0.075,163.5,99.68,333.85,30.32,2770,0.031831,0.015127,0.00033,0.077821,0.135,-3.55,0.065,279.5,98.83,323.4,30.3,2900,-0.004282,-0.0159,-0.00033,0.022928,2.65,-0.25,0,265,101.56,322.75,29.11,2900,0.013623,-0.001006,-0.02003,0,0.94,-5.55,-0.605,65,98.14,330.575,30.119,2196.9,148.405,493.35,45.305,3232.5,Down
98.99,309.65,30.14,1550,0.024476,-0.081498,0.000664,-0.03125,2.835,-46.2,0.045,-162.5,97.41,335.45,30.21,1700,-0.008045,0.039994,0.00116,0.046154,1.575,-14.575,0.055,25,96.77,319.8,30.37,1875,-0.003296,-0.023884,0.002641,0.048951,-1.11,5.075,0.115,162.5,100.96,331.4,30.15,2043,0.021191,0.017813,-0.003635,0.042879,1.775,-2.025,-0.03,171.5,99.41,340.95,30.19,2211,-0.007736,0.014204,0.000663,0.039492,1.32,10.575,-0.09,168,93.53,323.9,30.3,2370,-0.030476,-0.025645,0.001818,0.034709,-3.715,-3.75,0.075,163.5,99.68,333.85,30.32,2770,0.031831,0.015127,0.00033,0.077821,0.135,-3.55,0.065,279.5,98.83,323.4,30.3,2900,-0.004282,-0.0159,-0.00033,0.022928,2.65,-0.25,0,265,101.56,322.75,29.11,2900,0.013623,-0.001006,-0.02003,0,0.94,-5.55,-0.605,65,98.7,332.5,29.11,2850,-0.014281,0.01488,0,-0.008696,-0.065,4.55,-0.595,-25,98.584,327.365,30.02,2316.9,148.405,493.35,45.305,3475.5,Rise
97.41,335.45,30.21,1700,-0.008045,0.039994,0.00116,0.046154,1.575,-14.575,0.055,25,96.77,319.8,30.37,1875,-0.003296,-0.023884,0.002641,0.048951,-1.11,5.075,0.115,162.5,100.96,331.4,30.15,2043,0.021191,0.017813,-0.003635,0.042879,1.775,-2.025,-0.03,171.5,99.41,340.95,30.19,2211,-0.007736,0.014204,0.000663,0.039492,1.32,10.575,-0.09,168,93.53,323.9,30.3,2370,-0.030476,-0.025645,0.001818,0.034709,-3.715,-3.75,0.075,163.5,99.68,333.85,30.32,2770,0.031831,0.015127,0.00033,0.077821,0.135,-3.55,0.065,279.5,98.83,323.4,30.3,2900,-0.004282,-0.0159,-0.00033,0.022928,2.65,-0.25,0,265,101.56,322.75,29.11,2900,0.013623,-0.001006,-0.02003,0,0.94,-5.55,-0.605,65,98.7,332.5,29.11,2850,-0.014281,0.01488,0,-0.008696,-0.065,4.55,-0.595,-25,98.46,363.6,29.1,3000,-0.001217,0.044677,-0.000172,0.025641,-1.55,20.425,-0.005,50,98.531,332.76,29.916,2461.9,148.18,498.2,45.305,3955,Rise
96.77,319.8,30.37,1875,-0.003296,-0.023884,0.002641,0.048951,-1.11,5.075,0.115,162.5,100.96,331.4,30.15,2043,0.021191,0.017813,-0.003635,0.042879,1.775,-2.025,-0.03,171.5,99.41,340.95,30.19,2211,-0.007736,0.014204,0.000663,0.039492,1.32,10.575,-0.09,168,93.53,323.9,30.3,2370,-0.030476,-0.025645,0.001818,0.034709,-3.715,-3.75,0.075,163.5,99.68,333.85,30.32,2770,0.031831,0.015127,0.00033,0.077821,0.135,-3.55,0.065,279.5,98.83,323.4,30.3,2900,-0.004282,-0.0159,-0.00033,0.022928,2.65,-0.25,0,265,101.56,322.75,29.11,2900,0.013623,-0.001006,-0.02003,0,0.94,-5.55,-0.605,65,98.7,332.5,29.11,2850,-0.014281,0.01488,0,-0.008696,-0.065,4.55,-0.595,-25,98.46,363.6,29.1,3000,-0.001217,0.044677,-0.000172,0.025641,-1.55,20.425,-0.005,50,99.56,374.3,29.12,3000,0.005555,0.014501,0.000344,0,0.43,20.9,0.005,75,98.746,336.645,29.807,2591.9,148.825,498.2,45.265,4235,Rise
100.96,331.4,30.15,2043,0.021191,0.017813,-0.003635,0.042879,1.775,-2.025,-0.03,171.5,99.41,340.95,30.19,2211,-0.007736,0.014204,0.000663,0.039492,1.32,10.575,-0.09,168,93.53,323.9,30.3,2370,-0.030476,-0.025645,0.001818,0.034709,-3.715,-3.75,0.075,163.5,99.68,333.85,30.32,2770,0.031831,0.015127,0.00033,0.077821,0.135,-3.55,0.065,279.5,98.83,323.4,30.3,2900,-0.004282,-0.0159,-0.00033,0.022928,2.65,-0.25,0,265,101.56,322.75,29.11,2900,0.013623,-0.001006,-0.02003,0,0.94,-5.55,-0.605,65,98.7,332.5,29.11,2850,-0.014281,0.01488,0,-0.008696,-0.065,4.55,-0.595,-25,98.46,363.6,29.1,3000,-0.001217,0.044677,-0.000172,0.025641,-1.55,20.425,-0.005,50,99.56,374.3,29.12,3000,0.005555,0.014501,0.000344,0,0.43,20.9,0.005,75,97.84,369.95,29.59,3630,-0.008713,-0.005845,0.008005,0.095023,-0.31,3.175,0.245,315,98.853,341.66,29.729,2767.4,148.825,500.1,44.945,4325,Rise
99.41,340.95,30.19,2211,-0.007736,0.014204,0.000663,0.039492,1.32,10.575,-0.09,168,93.53,323.9,30.3,2370,-0.030476,-0.025645,0.001818,0.034709,-3.715,-3.75,0.075,163.5,99.68,333.85,30.32,2770,0.031831,0.015127,0.00033,0.077821,0.135,-3.55,0.065,279.5,98.83,323.4,30.3,2900,-0.004282,-0.0159,-0.00033,0.022928,2.65,-0.25,0,265,101.56,322.75,29.11,2900,0.013623,-0.001006,-0.02003,0,0.94,-5.55,-0.605,65,98.7,332.5,29.11,2850,-0.014281,0.01488,0,-0.008696,-0.065,4.55,-0.595,-25,98.46,363.6,29.1,3000,-0.001217,0.044677,-0.000172,0.025641,-1.55,20.425,-0.005,50,99.56,374.3,29.12,3000,0.005555,0.014501,0.000344,0,0.43,20.9,0.005,75,97.84,369.95,29.59,3630,-0.008713,-0.005845,0.008005,0.095023,-0.31,3.175,0.245,315,98.67,369.05,29.55,3940,0.004224,-0.001218,-0.000676,0.040951,-0.445,-2.625,0.215,470,98.624,345.425,29.669,2957.1,148.18,507.875,44.365,4350,Rise
93.53,323.9,30.3,2370,-0.030476,-0.025645,0.001818,0.034709,-3.715,-3.75,0.075,163.5,99.68,333.85,30.32,2770,0.031831,0.015127,0.00033,0.077821,0.135,-3.55,0.065,279.5,98.83,323.4,30.3,2900,-0.004282,-0.0159,-0.00033,0.022928,2.65,-0.25,0,265,101.56,322.75,29.11,2900,0.013623,-0.001006,-0.02003,0,0.94,-5.55,-0.605,65,98.7,332.5,29.11,2850,-0.014281,0.01488,0,-0.008696,-0.065,4.55,-0.595,-25,98.46,363.6,29.1,3000,-0.001217,0.044677,-0.000172,0.025641,-1.55,20.425,-0.005,50,99.56,374.3,29.12,3000,0.005555,0.014501,0.000344,0,0.43,20.9,0.005,75,97.84,369.95,29.59,3630,-0.008713,-0.005845,0.008005,0.095023,-0.31,3.175,0.245,315,98.67,369.05,29.55,3940,0.004224,-0.001218,-0.000676,0.040951,-0.445,-2.625,0.215,470,103.24,366.8,29.57,3990,0.022634,-0.003058,0.000338,0.006305,2.7,-1.575,-0.01,180,99.007,348.01,29.607,3135,148.18,530.525,44.345,4450,Rise
99.68,333.85,30.32,2770,0.031831,0.015127,0.00033,0.077821,0.135,-3.55,0.065,279.5,98.83,323.4,30.3,2900,-0.004282,-0.0159,-0.00033,0.022928,2.65,-0.25,0,265,101.56,322.75,29.11,2900,0.013623,-0.001006,-0.02003,0,0.94,-5.55,-0.605,65,98.7,332.5,29.11,2850,-0.014281,0.01488,0,-0.008696,-0.065,4.55,-0.595,-25,98.46,363.6,29.1,3000,-0.001217,0.044677,-0.000172,0.025641,-1.55,20.425,-0.005,50,99.56,374.3,29.12,3000,0.005555,0.014501,0.000344,0,0.43,20.9,0.005,75,97.84,369.95,29.59,3630,-0.008713,-0.005845,0.008005,0.095023,-0.31,3.175,0.245,315,98.67,369.05,29.55,3940,0.004224,-0.001218,-0.000676,0.040951,-0.445,-2.625,0.215,470,103.24,366.8,29.57,3990,0.022634,-0.003058,0.000338,0.006305,2.7,-1.575,-0.01,180,109.77,376.6,29.57,3990,0.030656,0.013183,0,0,5.55,3.775,0.01,25,100.631,353.28,29.534,3297,148.975,548.6,44.345,4500,Down
98.83,323.4,30.3,2900,-0.004282,-0.0159,-0.00033,0.022928,2.65,-0.25,0,265,101.56,322.75,29.11,2900,0.013623,-0.001006,-0.02003,0,0.94,-5.55,-0.605,65,98.7,332.5,29.11,2850,-0.014281,0.01488,0,-0.008696,-0.065,4.55,-0.595,-25,98.46,363.6,29.1,3000,-0.001217,0.044677,-0.000172,0.025641,-1.55,20.425,-0.005,50,99.56,374.3,29.12,3000,0.005555,0.014501,0.000344,0,0.43,20.9,0.005,75,97.84,369.95,29.59,3630,-0.008713,-0.005845,0.008005,0.095023,-0.31,3.175,0.245,315,98.67,369.05,29.55,3940,0.004224,-0.001218,-0.000676,0.040951,-0.445,-2.625,0.215,470,103.24,366.8,29.57,3990,0.022634,-0.003058,0.000338,0.006305,2.7,-1.575,-0.01,180,109.77,376.6,29.57,3990,0.030656,0.013183,0,0,5.55,3.775,0.01,25,106.7,377.3,29.47,3744,-0.014182,0.000929,-0.001694,-0.031808,1.73,5.25,-0.05,-123,101.333,357.625,29.449,3394.4,148.975,552.45,44.285,5130,Down
